5.260361358523368835e-03,-4.725314676761627197e-03
5.268687382340431213e-03,-4.716029390692710876e-03
5.276787094771862030e-03,-4.706964828073978424e-03
5.269045010209083557e-03,-4.715629853308200836e-03
5.274766590446233749e-03,-4.709228873252868652e-03
5.265959538519382477e-03,-4.719075281172990799e-03
5.261857062578201294e-03,-4.723649006336927414e-03
5.261857062578201294e-03,-4.723649006336927414e-03
5.263029132038354874e-03,-4.722342826426029205e-03
5.256903357803821564e-03,-4.729161038994789124e-03
5.268072243779897690e-03,-4.716716241091489792e-03
5.257009528577327728e-03,-4.729043226689100266e-03
5.243379622697830200e-03,-4.744151141494512558e-03
5.246162880212068558e-03,-4.741073120385408401e-03
5.245417356491088867e-03,-4.741897806525230408e-03
5.238693673163652420e-03,-4.749324638396501541e-03
5.236372351646423340e-03,-4.751883912831544876e-03
5.223271436989307404e-03,-4.766281228512525558e-03
5.223271436989307404e-03,-4.766281228512525558e-03
5.245216656476259232e-03,-4.742120392620563507e-03
5.219300277531147003e-03,-4.770629573613405228e-03
5.221301224082708359e-03,-4.768439102917909622e-03
5.214835982769727707e-03,-4.775509238243103027e-03
5.197218619287014008e-03,-4.794675856828689575e-03
5.187718197703361511e-03,-4.804953932762145996e-03
5.169073585420846939e-03,-4.825005773454904556e-03
5.169073585420846939e-03,-4.825005773454904556e-03
5.168724805116653442e-03,-4.825379233807325363e-03
5.148079711943864822e-03,-4.847398959100246429e-03
5.144517868757247925e-03,-4.851178731769323349e-03
5.126365460455417633e-03,-4.870356991887092590e-03
5.110816098749637604e-03,-4.886671435087919235e-03
5.107860546559095383e-03,-4.889760632067918777e-03
5.107860546559095383e-03,-4.889760632067918777e-03
5.081572569906711578e-03,-4.917074460536241531e-03
5.074807442724704742e-03,-4.924056120216846466e-03
5.073637701570987701e-03,-4.925261251628398895e-03
5.059691611677408218e-03,-4.939586855471134186e-03
5.028812680393457413e-03,-4.971019923686981201e-03
5.010852590203285217e-03,-4.989123903214931488e-03
5.010852590203285217e-03,-4.989123903214931488e-03
5.006132647395133972e-03,-4.993859678506851196e-03
4.983594175428152084e-03,-5.016352515667676926e-03
4.959894809871912003e-03,-5.039785988628864288e-03
4.931017290800809860e-03,-5.068044178187847137e-03
4.937268793582916260e-03,-5.061953794211149216e-03
4.905174020677804947e-03,-5.093060899525880814e-03
4.905174020677804947e-03,-5.093060899525880814e-03
4.869583994150161743e-03,-5.127099808305501938e-03
4.877101164311170578e-03,-5.119949579238891602e-03
4.824135452508926392e-03,-5.169885698705911636e-03
4.811916500329971313e-03,-5.181260406970977783e-03
4.786455072462558746e-03,-5.204790737479925156e-03
4.775614943355321884e-03,-5.214738659560680389e-03
4.775614943355321884e-03,-5.214738659560680389e-03
4.777665715664625168e-03,-5.212860181927680969e-03
4.671690054237842560e-03,-5.308041814714670181e-03
4.661568440496921539e-03,-5.316933151334524155e-03
4.649590700864791870e-03,-5.327410530298948288e-03
4.605146590620279312e-03,-5.365876015275716782e-03
4.574232734739780426e-03,-5.392253398895263672e-03
4.574232734739780426e-03,-5.392253398895263672e-03
4.551540594547986984e-03,-5.411421414464712143e-03
4.432850517332553864e-03,-5.509068258106708527e-03
4.466725047677755356e-03,-5.481638945639133453e-03
4.405786283314228058e-03,-5.530736409127712250e-03
4.361128900200128555e-03,-5.566017702221870422e-03
4.361128900200128555e-03,-5.566017702221870422e-03
4.345638211816549301e-03,-5.578120704740285873e-03
4.297061823308467865e-03,-5.615626461803913116e-03
4.261459223926067352e-03,-5.642691161483526230e-03
4.234302323311567307e-03,-5.663098301738500595e-03
